"Subtype","host.target.pair","hits.count","host.acc.","phages.targeted","target.acc.","hosts.targeting","PPS_location","Spacers"
"I-F","GCF_001571265.1$KM389288$I-F",2,"GCF_001571265.1",3,"KM389288",1,1718,"c(28, 4)"
"I-B","GCF_001996285.1$3_615044-688833_CP002293_PHAGE_Bacill_WBeta$I-B",3,"GCF_001996285.1",2,"3_615044-688833_CP002293_PHAGE_Bacill_WBeta",1,20634,"c(28, 27, 22)"
"I-E","GCF_000264075.1$1_644883-696320_CU928163.2_PHAGE_Entero_lambda_NC_001416(24)$I-E",2,"GCF_000264075.1",1,"1_644883-696320_CU928163.2_PHAGE_Entero_lambda_NC_001416(24)",1,49841,"c(28, 19)"
"I-F","GCF_001696605.2$4_2869917-2915226_ACVR00000000_PHAGE_Acinet_Bphi_B1251$I-F",2,"GCF_001696605.2",2,"4_2869917-2915226_ACVR00000000_PHAGE_Acinet_Bphi_B1251",2,24182,"c(28, 4)"
"I-C","GCF_000220135.1$1_2051152-2092043_ACCG00000000_PHAGE_Microb_Min1$I-C",3,"GCF_000220135.1",2,"1_2051152-2092043_ACCG00000000_PHAGE_Microb_Min1",3,19956,"c(28, 21, 1)"
"I-E","GCF_900142935.1$AB775548$I-E",2,"GCF_900142935.1",1,"AB775548",2,22462,"c(27, 15)"
"I-B","GCF_000178135.1$4_2352533-2397948_AP006716.1_PHAGE_Staphy_vB_SepiS_phiIPLA7_NC_018284(21)$I-B",2,"GCF_000178135.1",2,"4_2352533-2397948_AP006716.1_PHAGE_Staphy_vB_SepiS_phiIPLA7_NC_018284(21)",1,17605,"c(27, 21)"
"I-B","GCF_000334435.1$1_153313-198519_ABDP00000000_PHAGE_Clostr_phiCD38_2$I-B",2,"GCF_000334435.1",1,"1_153313-198519_ABDP00000000_PHAGE_Clostr_phiCD38_2",1,29157,"c(27, 1)"
"II-C","GCF_000281715.1$3300011737_____Ga0122091_100131$II-C",2,"GCF_000281715.1",1,"3300011737_____Ga0122091_100131",1,2044,"c(27, 21)"
"I-E","GCF_000406185.1$KC139652$I-E",3,"GCF_000406185.1",1,"KC139652",1,14812,"c(26, 23, 12)"
"I-F","GCF_000735375.1$2_860491-913862_ADCU00000000_PHAGE_Cronob_ENT47670$I-F",2,"GCF_000735375.1",1,"2_860491-913862_ADCU00000000_PHAGE_Cronob_ENT47670",1,23664,"c(26, 23)"
"I-C","GCF_000260435.1$2_1013597-1061035_NC_017486_PHAGE_Lactoc_lato$I-C",2,"GCF_000260435.1",3,"2_1013597-1061035_NC_017486_PHAGE_Lactoc_lato",1,13550,"c(26, 24)"
"I-B","GCF_000162355.2$KX879627$I-B",2,"GCF_000162355.2",5,"KX879627",1,20432,"c(25, 17)"
"I-B","GCF_000962755.1$1_2962539-3049539_ABDV00000000_PHAGE_Clostr_phi3626$I-B",2,"GCF_000962755.1",1,"1_2962539-3049539_ABDV00000000_PHAGE_Clostr_phi3626",1,67867,"c(25, 9)"
"I-B","GCF_001404595.1$5_2699432-2727544_ADLQ00000000_PHAGE_Thermo_THSA_485A$I-B",3,"GCF_001404595.1",2,"5_2699432-2727544_ADLQ00000000_PHAGE_Thermo_THSA_485A",1,25652,"c(24, 23, 5)"
"I-B","GCF_000762305.1$1_2542387-2595388_CP000726.1_PHAGE_Clostr_phiCD6356(11)$I-B",2,"GCF_000762305.1",3,"1_2542387-2595388_CP000726.1_PHAGE_Clostr_phiCD6356(11)",2,27773,"c(24, 21)"
"I-B","GCF_001601575.1$2_2346107-2406066_ACAR00000000_PHAGE_Lister_B054$I-B",2,"GCF_001601575.1",5,"2_2346107-2406066_ACAR00000000_PHAGE_Lister_B054",1,49074,"c(24, 7)"
"II-C","GCF_000017005.1$3300007315_____Ga0104930_101102$II-C",2,"GCF_000017005.1",1,"3300007315_____Ga0104930_101102",1,7544,"c(24, 12)"
"I-E","GCF_000397165.1$KP027015$I-E",3,"GCF_000397165.1",2,"KP027015",1,14199,"c(23, 22, 7)"
"I-B","GCF_000833605.1$1_2955097-3009520_CP002442_PHAGE_Geobac_E2$I-B",2,"GCF_000833605.1",2,"1_2955097-3009520_CP002442_PHAGE_Geobac_E2",1,47212,"c(23, 3)"
"I-B","GCF_001190785.1$2_2091181-2138362_ABDO00000000_PHAGE_Clostr_phiC2$I-B",2,"GCF_001190785.1",1,"2_2091181-2138362_ABDO00000000_PHAGE_Clostr_phiC2",1,4366,"c(23, 20)"
"I-E","GCF_900092335.1$1_1869259-1895284_ACHJ00000000_PHAGE_Coryne_BFK20$I-E",2,"GCF_900092335.1",1,"1_1869259-1895284_ACHJ00000000_PHAGE_Coryne_BFK20",1,21628,"c(23, 3)"
"I-B","GCF_001810475.1$2_558811-573823_ACDH00000000_PHAGE_Deep_s_D6E$I-B",3,"GCF_001810475.1",1,"2_558811-573823_ACDH00000000_PHAGE_Deep_s_D6E",1,2456,"c(23, 14, 7)"
"I-B","GCF_001729455.1$3_1584728-1615879_ACDF00000000_PHAGE_Staphy_phi13$I-B",2,"GCF_001729455.1",1,"3_1584728-1615879_ACDF00000000_PHAGE_Staphy_phi13",1,26816,"c(22, 5)"
"I-B","GCF_000160475.1$4_922849-941059_ACDH00000000_PHAGE_Clostr_phiMMP04$I-B",2,"GCF_000160475.1",3,"4_922849-941059_ACDH00000000_PHAGE_Clostr_phiMMP04",1,17358,"c(22, 3)"
"I-B","GCF_000217755.1$3_1063384-1101225_ACGS00000000_PHAGE_Lactoc_phiLC3$I-B",2,"GCF_000217755.1",2,"3_1063384-1101225_ACGS00000000_PHAGE_Lactoc_phiLC3",1,8205,"c(22, 2)"
"I-C","GCF_000521745.1$4_986437-1017944_CP004752_PHAGE_Entero_mEp460_NC_019716(11)$I-C",2,"GCF_000521745.1",2,"4_986437-1017944_CP004752_PHAGE_Entero_mEp460_NC_019716(11)",1,3846,"c(22, 8)"
"I-C","GCF_001996445.1$HQ332138$I-C",3,"GCF_001996445.1",1,"HQ332138",1,32792,"c(21, 10, 2)"
"I-B","GCF_000449725.2$LN681536$I-B",2,"GCF_000449725.2",2,"LN681536",4,18522,"c(21, 19)"
"I-E","GCF_000826585.1$6_3969744-4014925_CP006659_PHAGE_Salmon_SPN1S_NC_016761(34)$I-E",2,"GCF_000826585.1",3,"6_3969744-4014925_CP006659_PHAGE_Salmon_SPN1S_NC_016761(34)",1,29854,"c(21, 18)"
"I-F","GCF_000803315.1$5_4721943-4757393_CP009125_PHAGE_Erwini_ENT90_NC_019932(15)$I-F",2,"GCF_000803315.1",2,"5_4721943-4757393_CP009125_PHAGE_Erwini_ENT90_NC_019932(15)",1,31658,"c(21, 5)"
"I-F","GCF_000284495.1$6_1338667-1367773_AFDY00000000_PHAGE_Entero_mEp237$I-F",2,"GCF_000284495.1",2,"6_1338667-1367773_AFDY00000000_PHAGE_Entero_mEp237",3,13746,"c(21, 11)"
"I-C","GCF_000310125.2$1_2-14096_AMXA01000012_PHAGE_Pseudo_vB_PaeS_PAO1_Ab30_NC_026601(6)$I-C",2,"GCF_000310125.2",2,"1_2-14096_AMXA01000012_PHAGE_Pseudo_vB_PaeS_PAO1_Ab30_NC_026601(6)",1,12838,"c(21, 20)"
"I-E","GCF_001807395.1$2_1711697-1748767_NZ_CM001762.1_PHAGE_Mycoba_KBG$I-E",2,"GCF_001807395.1",1,"2_1711697-1748767_NZ_CM001762.1_PHAGE_Mycoba_KBG",1,29130,"c(21, 3)"
"I-C","GCF_001648475.1$3_1847823-1883937_AFAY00000000_PHAGE_Burkho_phiE255$I-C",2,"GCF_001648475.1",3,"3_1847823-1883937_AFAY00000000_PHAGE_Burkho_phiE255",1,33392,"c(21, 19)"
"I-C","GCF_000509065.1$3300010275_____Ga0129310_1001574$I-C",2,"GCF_000509065.1",2,"3300010275_____Ga0129310_1001574",1,12938,"c(21, 15)"
"II-A","GCF_000342505.1$2_1379802-1424834_CP002471_PHAGE_Strept_5$II-A",2,"GCF_000342505.1",3,"2_1379802-1424834_CP002471_PHAGE_Strept_5",2,39372,"c(20, 3)"
"I-B","GCF_000178895.1$KR131711$I-B",2,"GCF_000178895.1",3,"KR131711",1,19494,"c(20, 17)"
"I-F","GCF_001662285.1$3_3732629-3752258_NC_014532_PHAGE_Klebsi_phiKO2$I-F",2,"GCF_001662285.1",1,"3_3732629-3752258_NC_014532_PHAGE_Klebsi_phiKO2",1,16726,"c(20, 3)"
"I-F","GCF_001816025.1$3_2835138-2871470_NZ_CP009706.1_PHAGE_Erwini_phiEt88_NC_015295(28)$I-F",2,"GCF_001816025.1",1,"3_2835138-2871470_NZ_CP009706.1_PHAGE_Erwini_phiEt88_NC_015295(28)",1,30660,"c(20, 12)"
"II-A","GCF_000310625.1$1_625025-666919_AAJP00000000_PHAGE_Strept_phi3396$II-C",2,"GCF_000310625.1",1,"1_625025-666919_AAJP00000000_PHAGE_Strept_phi3396",2,31774,"c(20, 5)"
"I-F","GCF_000404265.1$1_103189-142202_AXRF01000012_PHAGE_Pseudo_JBD30_NC_020198(26)$I-F",2,"GCF_000404265.1",1,"1_103189-142202_AXRF01000012_PHAGE_Pseudo_JBD30_NC_020198(26)",1,13020,"c(20, 2)"
"I-B","GCF_001815715.1$1_863814-899390_ACPU00000000_PHAGE_Strept_SMP$I-B",3,"GCF_001815715.1",4,"1_863814-899390_ACPU00000000_PHAGE_Strept_SMP",1,8550,"c(20, 10, 8)"
"I-F","GCF_001886655.1$1_1-43288_AGYX01000001_PHAGE_Burkho_BcepMu_NC_005882(14)$I-F",3,"GCF_001886655.1",2,"1_1-43288_AGYX01000001_PHAGE_Burkho_BcepMu_NC_005882(14)",1,3986,"c(20, 4, 2)"
"I-B","GCF_000773655.1$1_1002-39603_ABEE00000000_PHAGE_Lactob_JCL1032$I-B",5,"GCF_000773655.1",2,"1_1002-39603_ABEE00000000_PHAGE_Lactob_JCL1032",1,4268,"c(20, 18, 10, 8, 5)"
"II-C","GCF_000526555.1$3300014958_____Ga0134421_1000638$II-C",2,"GCF_000526555.1",1,"3300014958_____Ga0134421_1000638",1,25636,"c(20, 10)"
"I-F","GCF_001544395.1$MF346584$I-F",2,"GCF_001544395.1",2,"MF346584",1,11048,"c(19, 10)"
"I-F","GCF_000423885.1$2_1557353-1600481_CP003350_PHAGE_Aggreg_S1249$I-F",2,"GCF_000423885.1",1,"2_1557353-1600481_CP003350_PHAGE_Aggreg_S1249",1,2224,"c(19, 18)"
"I-F","GCF_001077855.1$6_1337181-1424484_AGTD01000001_PHAGE_Haemop_SuMu_NC_019455(17)$I-F",2,"GCF_001077855.1",2,"6_1337181-1424484_AGTD01000001_PHAGE_Haemop_SuMu_NC_019455(17)",1,37036,"c(19, 7)"
"I-E","GCF_002186515.1$5_4572905-4616198_CP007557.1_PHAGE_Entero_SfV_NC_003444(13)$I-E",2,"GCF_002186515.1",3,"5_4572905-4616198_CP007557.1_PHAGE_Entero_SfV_NC_003444(13)",1,24422,"c(19, 17)"
"I-B","GCF_000292935.1$4_1573732-1589302_ADGG00000000_PHAGE_Yersin_413C$I-B",2,"GCF_000292935.1",4,"4_1573732-1589302_ADGG00000000_PHAGE_Yersin_413C",2,7872,"c(19, 15)"
"I-E","GCF_000504705.2$2_1822811-1858443_ACIS00000000_PHAGE_Haemop_SuMu$I-E",2,"GCF_000504705.2",1,"2_1822811-1858443_ACIS00000000_PHAGE_Haemop_SuMu",1,9416,"c(19, 6)"
"II-C","GCF_000441255.1$1_1205279-1239049_NC_022665_PHAGE_Strept_PH10_NC_012756(15)$II-A",2,"GCF_000441255.1",2,"1_1205279-1239049_NC_022665_PHAGE_Strept_PH10_NC_012756(15)",2,19954,"c(19, 16)"
"II-A","GCF_000162235.2$3300008126_____Ga0114844_1000032$II-A",2,"GCF_000162235.2",1,"3300008126_____Ga0114844_1000032",1,100594,"c(19, 9)"
"I-C","GCF_000743635.1$3300011729_____Ga0121611_100067$I-C",2,"GCF_000743635.1",1,"3300011729_____Ga0121611_100067",1,5482,"c(19, 15)"
"II-C","GCF_000975325.1$KP208803$II-A",3,"GCF_000975325.1",1,"KP208803",1,22360,"c(18, 16, 13)"
"I-F","GCF_000248155.1$1_1390977-1437871_ACPM00000000_PHAGE_Entero_mEp235$I-F",2,"GCF_000248155.1",1,"1_1390977-1437871_ACPM00000000_PHAGE_Entero_mEp235",1,35622,"c(18, 17)"
"II-A","GCF_001012745.1$1_1154968-1190709_ADEX00000000_PHAGE_Lactob_1$II-C",2,"GCF_001012745.1",3,"1_1154968-1190709_ADEX00000000_PHAGE_Lactob_1",2,15212,"c(18, 12)"
"I-E","GCF_002200975.1$2_1856579-1871156_CP003209.1_PHAGE_Rhodoc_RRH1_NC_016651(9)$I-E",3,"GCF_002200975.1",1,"2_1856579-1871156_CP003209.1_PHAGE_Rhodoc_RRH1_NC_016651(9)",2,7034,"c(18, 12, 11)"
"II-C","GCF_000240545.1$3_1324413-1345688_ABZG00000000_PHAGE_Pseudo_73$II-C",2,"GCF_000240545.1",2,"3_1324413-1345688_ABZG00000000_PHAGE_Pseudo_73",1,16538,"c(18, 3)"
"I-E","GCF_001579275.1$1_2092739-2145248_ACGE00000000_PHAGE_Rhodoc_REQ3$I-E",5,"GCF_001579275.1",1,"1_2092739-2145248_ACGE00000000_PHAGE_Rhodoc_REQ3",1,18808,"c(18, 15, 14, 5, 2)"
"I-F","GCF_001026985.1$3_4170369-4233273_NC_011283_PHAGE_Burkho_BcepNY3$I-F",2,"GCF_001026985.1",1,"3_4170369-4233273_NC_011283_PHAGE_Burkho_BcepNY3",1,46014,"c(18, 11)"
"II-A","GCF_000163095.1$2_1963143-2008676_ACXB00000000_PHAGE_Lactob_Lj928$II-A",2,"GCF_000163095.1",1,"2_1963143-2008676_ACXB00000000_PHAGE_Lactob_Lj928",1,4788,"c(18, 4)"
"II-C","GCF_002017935.1$3300011181_____Ga0136607_1000326$II-C",2,"GCF_002017935.1",1,"3300011181_____Ga0136607_1000326",1,13253,"c(18, 17)"
"II-C","GCF_900065875.1$3300008136_____Ga0113979_101757$II-C",2,"GCF_900065875.1",3,"3300008136_____Ga0113979_101757",1,13473,"c(18, 17)"
"II-C","GCF_000744835.1$3300010368_____Ga0129324_10001683$II-C",2,"GCF_000744835.1",1,"3300010368_____Ga0129324_10001683",1,7942,"c(17, 8)"
"I-F","GCF_001704615.1$JX976549$I-F",3,"GCF_001704615.1",2,"JX976549",1,42772,"c(17, 8, 7)"
"II-C","GCF_000146655.1$1_989637-1031006_CP001561_PHAGE_Burkho_KS5$II-C",4,"GCF_000146655.1",1,"1_989637-1031006_CP001561_PHAGE_Burkho_KS5",3,6664,"c(17, 7, 6, 5)"
"I-F","GCF_000733275.2$7_3635881-3695747_CP001918.1_PHAGE_Burkho_Bcep43_NC_005342(15)$I-F",2,"GCF_000733275.2",1,"7_3635881-3695747_CP001918.1_PHAGE_Burkho_Bcep43_NC_005342(15)",1,43858,"c(17, 14)"
"I-E","GCF_000383335.1$1_4498969-4546983_NC_015663_PHAGE_Escher_HK639$I-E",2,"GCF_000383335.1",2,"1_4498969-4546983_NC_015663_PHAGE_Escher_HK639",1,10738,"c(17, 8)"
"I-B","GCF_000191745.1$3_1288053-1321043_AEXN00000000_PHAGE_Strept_3$I-B",4,"GCF_000191745.1",1,"3_1288053-1321043_AEXN00000000_PHAGE_Strept_3",3,30701,"c(17, 10, 5, 4)"
"I-C","GCF_000569015.1$1_85135-118738_NC_014616_PHAGE_Mycoba_Leo(3)$I-C",2,"GCF_000569015.1",1,"1_85135-118738_NC_014616_PHAGE_Mycoba_Leo(3)",1,8088,"c(17, 13)"
"I-E","GCF_001298935.1$1_1763126-1805399_NC_002927_PHAGE_Xantho_CP1$I-E",2,"GCF_001298935.1",1,"1_1763126-1805399_NC_002927_PHAGE_Xantho_CP1",2,6286,"c(17, 15)"
"I-E","GCF_002005565.1$2_1107926-1119914_ABYA00000000_PHAGE_Synech_S_CBS1$I-E",2,"GCF_002005565.1",1,"2_1107926-1119914_ABYA00000000_PHAGE_Synech_S_CBS1",1,1647,"c(17, 9)"
"II-C","GCF_000189495.1$6_2282197-2335695_ANOI01000001.1_PHAGE_Staphy_187(13)$II-C",2,"GCF_000189495.1",1,"6_2282197-2335695_ANOI01000001.1_PHAGE_Staphy_187(13)",2,38964,"c(17, 10)"
"I-E","GCF_002188635.1$2_3739861-3791678_ACRC00000000_PHAGE_Burkho_2$I-E",2,"GCF_002188635.1",2,"2_3739861-3791678_ACRC00000000_PHAGE_Burkho_2",1,26558,"c(17, 11)"
"I-C","GCF_001264155.1$1_2051152-2092043_ACCG00000000_PHAGE_Microb_Min1$I-C",4,"GCF_001264155.1",1,"1_2051152-2092043_ACCG00000000_PHAGE_Microb_Min1",3,13192,"c(17, 5, 4, 3)"
"II-A","GCF_000260335.1$3300006879_____Ga0079226_10000493$II-A",2,"GCF_000260335.1",1,"3300006879_____Ga0079226_10000493",2,4188,"c(17, 13)"
"II-A","GCF_000187265.1$3300006879_____Ga0079226_10000750$II-A",2,"GCF_000187265.1",1,"3300006879_____Ga0079226_10000750",2,5990,"c(17, 14)"
"II-C","GCF_001477615.1$3300006879_____Ga0079226_10000750$II-C",2,"GCF_001477615.1",1,"3300006879_____Ga0079226_10000750",2,12671,"c(17, 15)"
"I-C","GCF_002075855.1$3300014895_____Ga0169831_10126$I-C",2,"GCF_002075855.1",2,"3300014895_____Ga0169831_10126",1,14632,"c(17, 10)"
"I-B","GCF_000762305.1$KM983332$I-B",2,"GCF_000762305.1",3,"KM983332",1,32724,"c(16, 13)"
"II-C","GCF_000253215.1$4_1172545-1228119_CP001050_PHAGE_Ralsto_PE226$II-C",2,"GCF_000253215.1",1,"4_1172545-1228119_CP001050_PHAGE_Ralsto_PE226",1,50734,"c(16, 9)"
"I-F","GCF_001836505.1$2_3070521-3089651_CP007224.1_PHAGE_Entero_M13_NC_003287(2)$I-F",2,"GCF_001836505.1",2,"2_3070521-3089651_CP007224.1_PHAGE_Entero_M13_NC_003287(2)",3,6218,"c(16, 8)"
"I-F","GCF_000465635.2$2_2939246-2999789_AEPL00000000_PHAGE_Acinet_Bphi_B1251$I-F",2,"GCF_000465635.2",3,"2_2939246-2999789_AEPL00000000_PHAGE_Acinet_Bphi_B1251",2,24794,"c(16, 8)"
"I-F","GCF_000367945.1$3_906908-949946_APRN01000036_PHAGE_Bordet_BIP_1_NC_005809(15)$I-F",2,"GCF_000367945.1",2,"3_906908-949946_APRN01000036_PHAGE_Bordet_BIP_1_NC_005809(15)",2,30742,"c(16, 14)"
"I-E","GCF_002062115.1$8_3061010-3093794_NC_017910_PHAGE_Vibrio_12B12$I-E",2,"GCF_002062115.1",1,"8_3061010-3093794_NC_017910_PHAGE_Vibrio_12B12",1,20508,"c(16, 4)"
"II-C","GCF_001622945.1$6_2282197-2335695_ANOI01000001.1_PHAGE_Staphy_187(13)$II-C",5,"GCF_001622945.1",2,"6_2282197-2335695_ANOI01000001.1_PHAGE_Staphy_187(13)",2,17702,"c(16, 15, 10, 9, 2)"
"I-C","GCF_001810035.1$2_1837437-1886832_ACEO00000000_PHAGE_Burkho_Bcep781$I-C",3,"GCF_001810035.1",3,"2_1837437-1886832_ACEO00000000_PHAGE_Burkho_Bcep781",1,49331,"c(16, 11, 10)"
"II-A","GCF_001012655.1$3300006238_____Ga0099555_10023$II-A",2,"GCF_001012655.1",2,"3300006238_____Ga0099555_10023",1,4881,"c(15, 3)"
"I-F","GCF_001269545.1$1_2017944-2121133_CP003961.1_PHAGE_Pseudo_vB_PaeS_PMG1_NC_016765(17)$I-F",2,"GCF_001269545.1",1,"1_2017944-2121133_CP003961.1_PHAGE_Pseudo_vB_PaeS_PMG1_NC_016765(17)",3,19266,"c(15, 7)"
"I-E","GCF_000381025.1$3_1950342-1992108_NC_014625_PHAGE_Rhizob_3$I-E",2,"GCF_000381025.1",1,"3_1950342-1992108_NC_014625_PHAGE_Rhizob_3",1,36084,"c(15, 2)"
"I-B","GCF_001815715.1$2_507219-519279_ADGG00000000_PHAGE_Staphy_StB27$I-B",3,"GCF_001815715.1",4,"2_507219-519279_ADGG00000000_PHAGE_Staphy_StB27",1,3966,"c(15, 14, 11)"
"I-E","GCF_000293115.1$1_757-64435_CBWJ010000074_PHAGE_Escher_D108_NC_013594(32)$I-E",2,"GCF_000293115.1",1,"1_757-64435_CBWJ010000074_PHAGE_Escher_D108_NC_013594(32)",1,21682,"c(15, 8)"
"I-B","GCF_000262225.1$2_1334905-1349792_ACET00000000_PHAGE_Pseudo_phiCTX$I-B",2,"GCF_000262225.1",1,"2_1334905-1349792_ACET00000000_PHAGE_Pseudo_phiCTX",1,3351,"c(15, 7)"
"I-F","GCF_000583375.1$5_2277111-2302120_ACYQ00000000_PHAGE_Acinet_Bphi_B1251$I-F",2,"GCF_000583375.1",5,"5_2277111-2302120_ACYQ00000000_PHAGE_Acinet_Bphi_B1251",3,12298,"c(15, 14)"
"I-B","GCF_000450785.2$1_26240-59265_NC_018415_PHAGE_Amsact_$I-B",2,"GCF_000450785.2",3,"1_26240-59265_NC_018415_PHAGE_Amsact_",1,10134,"c(14, 12)"
"II-C","GCF_001437155.1$6_2573255-2590591_BACP00000000_PHAGE_Lactob_phig1e$II-A",2,"GCF_001437155.1",2,"6_2573255-2590591_BACP00000000_PHAGE_Lactob_phig1e",1,14260,"c(14, 8)"
"I-B","GCF_000155065.1$7_3881068-3899396_ADEI00000000_PHAGE_Clostr_phiC2$I-B",2,"GCF_000155065.1",3,"7_3881068-3899396_ADEI00000000_PHAGE_Clostr_phiC2",1,16792,"c(14, 6)"
"I-E","GCF_000358975.2$15_2921016-2960724_AFAA00000000_PHAGE_Haemop_SuMu$I-E",2,"GCF_000358975.2",1,"15_2921016-2960724_AFAA00000000_PHAGE_Haemop_SuMu",1,38348,"c(14, 12)"
"I-E","GCF_000213055.1$1_1556470-1576852_ADXB00000000_PHAGE_Strept_VWB$I-E",2,"GCF_000213055.1",1,"1_1556470-1576852_ADXB00000000_PHAGE_Strept_VWB",1,9090,"c(14, 6)"
"II-C","GCF_000399325.1$7_5246186-5266698_ACLU00000000_PHAGE_Bacill_IEBH$II-C",2,"GCF_000399325.1",1,"7_5246186-5266698_ACLU00000000_PHAGE_Bacill_IEBH",1,4175,"c(14, 9)"
"II-A","GCF_000621945.1$3300001521_____rank46_1181773$II-A",2,"GCF_000621945.1",3,"3300001521_____rank46_1181773",1,3903,"c(14, 1)"
"II-A","GCF_000204985.1$3300014737_____Ga0169786_100485$II-A",2,"GCF_000204985.1",1,"3300014737_____Ga0169786_100485",1,10865,"c(14, 8)"
"II-C","GCF_000159075.2$3300007664_____Ga0105542_1000633$II-C",2,"GCF_000159075.2",1,"3300007664_____Ga0105542_1000633",1,7434,"c(14, 10)"
"I-C","GCF_000741715.1$3300014510_____Ga0169728_10039$I-C",2,"GCF_000741715.1",1,"3300014510_____Ga0169728_10039",1,44706,"c(14, 3)"
"I-F","GCF_000297355.1$AB910393$I-F",2,"GCF_000297355.1",1,"AB910393",1,52954,"c(13, 12)"
"I-F","GCF_000173135.1$JQ177065$I-F",2,"GCF_000173135.1",1,"JQ177065",2,26273,"c(13, 1)"
"I-E","GCF_000725125.1$3_5397076-5412037_FN554889_PHAGE_Mycoba_Che9c$I-E",2,"GCF_000725125.1",1,"3_5397076-5412037_FN554889_PHAGE_Mycoba_Che9c",2,8676,"c(13, 10)"
"I-F","GCF_001011075.1$1_1888339-1939176_CP001891_PHAGE_Cronob_ENT47670$I-F",2,"GCF_001011075.1",1,"1_1888339-1939176_CP001891_PHAGE_Cronob_ENT47670",2,9104,"c(13, 2)"
"I-C","GCF_000022265.1$1_2031-49823_AHTH01000050_PHAGE_Escher_D108_NC_013594(14)$I-C",2,"GCF_000022265.1",1,"1_2031-49823_AHTH01000050_PHAGE_Escher_D108_NC_013594(14)",1,7382,"c(13, 9)"
"I-F","GCF_000252805.1$18_5543947-5590681_ABHQ00000000_PHAGE_Entero_HK629$I-F",2,"GCF_000252805.1",1,"18_5543947-5590681_ABHQ00000000_PHAGE_Entero_HK629",1,7034,"c(13, 5)"
"II-A","GCF_000010705.1$1_1126954-1183916_NC_022532_PHAGE_Strept_phi3396(37)$II-A",3,"GCF_000010705.1",2,"1_1126954-1183916_NC_022532_PHAGE_Strept_phi3396(37)",1,21496,"c(13, 8, 6)"
"I-E","GCF_000352525.1$1_4-86426_AUQT01000011.1_PHAGE_Entero_P1_NC_005856(56)$I-E",2,"GCF_000352525.1",1,"1_4-86426_AUQT01000011.1_PHAGE_Entero_P1_NC_005856(56)",1,12752,"c(13, 5)"
"I-E","GCF_000486185.1$12_3163781-3204486_NC_017641_PHAGE_Cronob_ENT39118$I-E",2,"GCF_000486185.1",1,"12_3163781-3204486_NC_017641_PHAGE_Cronob_ENT39118",1,29062,"c(13, 11)"
"I-C","GCF_000161455.1$4_5289995-5337804_ABDK00000000_PHAGE_Staphy_SpaA1$I-C",2,"GCF_000161455.1",1,"4_5289995-5337804_ABDK00000000_PHAGE_Staphy_SpaA1",1,6645,"c(13, 7)"
"I-C","GCF_000507805.1$4_1923367-1959041_AAYG00000000_PHAGE_Clostr_phiCD38_2$I-C",2,"GCF_000507805.1",1,"4_1923367-1959041_AAYG00000000_PHAGE_Clostr_phiCD38_2",1,31705,"c(13, 8)"
"II-A","GCF_000722675.1$3300008565_____Ga0111061_1000314$II-A",2,"GCF_000722675.1",1,"3300008565_____Ga0111061_1000314",1,1173,"c(13, 6)"
"II-A","GCF_000519685.1$6_1840478-1863273_AEBI00000000_PHAGE_Lactoc_Tuc2009$II-C",2,"GCF_000519685.1",2,"6_1840478-1863273_AEBI00000000_PHAGE_Lactoc_Tuc2009",1,17604,"c(12, 11)"
"II-A","GCF_000342505.1$1_1590-32389_AAFV00000000_PHAGE_Strept_5$II-A",2,"GCF_000342505.1",3,"1_1590-32389_AAFV00000000_PHAGE_Strept_5",1,22929,"c(12, 2)"
"II-C","GCF_000263415.1$2_1856579-1871156_CP003209.1_PHAGE_Rhodoc_RRH1_NC_016651(9)$II-C",2,"GCF_000263415.1",1,"2_1856579-1871156_CP003209.1_PHAGE_Rhodoc_RRH1_NC_016651(9)",2,4694,"c(12, 2)"
"I-B","GCF_000175335.1$2_916242-942765_ACSC00000000_PHAGE_Clostr_phiCD38_2$I-B",2,"GCF_000175335.1",1,"2_916242-942765_ACSC00000000_PHAGE_Clostr_phiCD38_2",1,20804,"c(12, 5)"
"I-B","GCF_000178895.1$4_1573732-1589302_ADGG00000000_PHAGE_Yersin_413C$I-B",2,"GCF_000178895.1",3,"4_1573732-1589302_ADGG00000000_PHAGE_Yersin_413C",2,9410,"c(12, 3)"
"I-E","GCF_000019385.1$7_1361282-1379721_AFDY00000000_PHAGE_Entero_P2$I-E",2,"GCF_000019385.1",1,"7_1361282-1379721_AFDY00000000_PHAGE_Entero_P2",3,12628,"c(12, 3)"
"I-E","GCF_001245025.1$9_4519088-4573369_AFAF00000000_PHAGE_Entero_mEp237$I-E",2,"GCF_001245025.1",1,"9_4519088-4573369_AFAF00000000_PHAGE_Entero_mEp237",1,47657,"c(12, 1)"
"I-B","GCF_000452005.1$3_133781-182209_ADEH00000000_PHAGE_Clostr_phiCD27$I-B",2,"GCF_000452005.1",2,"3_133781-182209_ADEH00000000_PHAGE_Clostr_phiCD27",1,19144,"c(12, 1)"
"II-A","GCF_000323045.1$1_1784038-1834347_CP007570.1_PHAGE_Strept_20617_NC_023503(13)$II-C",2,"GCF_000323045.1",1,"1_1784038-1834347_CP007570.1_PHAGE_Strept_20617_NC_023503(13)",3,33418,"c(12, 11)"
